evidence_id,case_id,transaction_id,order_id,normalized_category,reason_code,evidence_type,document_text,is_required,is_relevant,is_contradictory,evidence_strength_score,evidence_quality_score,ground_truth_rank,dataset_split
CB_IN_2026_05163_EV_01,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,PRODUCT_DESCRIPTION,Product specifications and terms displayed during purchase.,True,True,False,0.8454,0.8418,1,train
CB_IN_2026_05163_EV_02,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_4299393037 for chargeback reason code 1062.,False,True,False,0.6289,0.5392,2,train
CB_IN_2026_05163_EV_03,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,RETURN_RECORD,Return request status and merchant return processing log.,False,True,True,0.5964,0.6831,2,train
CB_IN_2026_05163_EV_04,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,TERMS_AND_CONDITIONS,Merchant terms of service and fulfillment policy accepted at checkout.,False,True,False,0.8171,0.8095,2,train
CB_IN_2026_05163_EV_05,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,INVOICE,Tax Invoice generated for order ORD_4299393037 with price breakdown. Total: INR 1521.72.,False,True,False,0.55,0.431,2,train
CB_IN_2026_05163_EV_06,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,QC_RECORDS,Quality Control dispatch certificate approved for order ORD_4299393037.,False,True,False,0.5508,0.5046,2,train
CB_IN_2026_05163_EV_07,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_473596684001. ECI: 05 (Liability Shift Active).,False,False,False,0.3379,0.4031,0,train
CB_IN_2026_05163_EV_08,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_473596684001. Device history confirms previous account usage.,False,False,False,0.3458,0.293,0,train
CB_IN_2026_05163_EV_09,CB_IN_2026_05163,TXN_473596684001,ORD_4299393037,NOT_AS_DESCRIBED,1062,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_473596684001 match registered cardholder location.,False,False,False,0.1153,0.0102,0,train
CB_IN_2026_05164_EV_00,CB_IN_2026_05164,TXN_683962240594,ORD_5566223994,ITEM_NOT_RECEIVED,1064,DELIVERY_TRACKING,Courier tracking record for order ORD_5566223994 confirms dispatch and transit.,True,True,False,0.8005,0.774,1,train
CB_IN_2026_05164_EV_01,CB_IN_2026_05164,TXN_683962240594,ORD_5566223994,ITEM_NOT_RECEIVED,1064,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_5566223994.,True,True,False,0.8009,0.81,1,train
CB_IN_2026_05164_EV_02,CB_IN_2026_05164,TXN_683962240594,ORD_5566223994,ITEM_NOT_RECEIVED,1064,SIGNED_DELIVERY,Signed proof of delivery receipt on file for order ORD_5566223994.,False,True,False,0.6781,0.5857,2,train
CB_IN_2026_05164_EV_03,CB_IN_2026_05164,TXN_683962240594,ORD_5566223994,ITEM_NOT_RECEIVED,1064,DELIVERY_OTP,Delivery OTP verified at destination for order ORD_5566223994.,False,True,True,0.6205,0.5464,2,train
CB_IN_2026_05164_EV_04,CB_IN_2026_05164,TXN_683962240594,ORD_5566223994,ITEM_NOT_RECEIVED,1064,INVOICE,Tax Invoice generated for order ORD_5566223994 with price breakdown. Total: INR 879.61.,False,True,False,0.8287,0.9123,2,train
CB_IN_2026_05164_EV_05,CB_IN_2026_05164,TXN_683962240594,ORD_5566223994,ITEM_NOT_RECEIVED,1064,TERMS_AND_CONDITIONS,Merchant terms of service and fulfillment policy accepted at checkout.,False,True,False,0.7347,0.6905,2,train
CB_IN_2026_05164_EV_06,CB_IN_2026_05164,TXN_683962240594,ORD_5566223994,ITEM_NOT_RECEIVED,1064,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_683962240594. Device history confirms previous account usage.,False,False,False,0.3035,0.2961,0,train
CB_IN_2026_05164_EV_07,CB_IN_2026_05164,TXN_683962240594,ORD_5566223994,ITEM_NOT_RECEIVED,1064,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_683962240594.,False,False,False,0.2202,0.4351,0,train
CB_IN_2026_05165_EV_00,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_760141717776. Auth Code: AUTH_717776. Amount: INR 7595.25.,True,True,False,0.926,0.8876,1,validation
CB_IN_2026_05165_EV_01,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_760141717776. ECI: 05 (Liability Shift Active).,True,True,False,0.9599,0.881,1,validation
CB_IN_2026_05165_EV_02,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,ORDER_CONFIRMATION,Order ORD_2759055011 confirmed and receipt dispatched to registered email. Total: INR 7595.25.,False,True,False,0.5849,0.7079,2,validation
CB_IN_2026_05165_EV_03,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,PRIOR_UNDISPUTED_TRANSACTION,Customer completed prior undisputed transaction on same device and card.,False,True,False,0.6001,0.6861,2,validation
CB_IN_2026_05165_EV_04,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_760141717776. Device history confirms previous account usage.,False,True,False,0.7087,0.7436,2,validation
CB_IN_2026_05165_EV_05,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_2759055011 for chargeback reason code F24.,False,True,False,0.8301,0.8544,2,validation
CB_IN_2026_05165_EV_06,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_760141717776.,False,True,False,0.7746,0.83,2,validation
CB_IN_2026_05165_EV_07,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,RETURN_POLICY,Merchant return policy document.,False,False,False,0.346,0.3393,0,validation
CB_IN_2026_05165_EV_08,CB_IN_2026_05165,TXN_760141717776,ORD_2759055011,FRAUD_UNAUTHORIZED,F24,SERVICE_COMPLETION_PROOF,Service completion sign-off record available for order ORD_2759055011.,False,False,False,0.1135,0.0749,0,validation
CB_IN_2026_05166_EV_00,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_429734939418. Auth Code: AUTH_939418. Amount: INR 509.38.,True,True,False,0.9176,0.7447,1,test
CB_IN_2026_05166_EV_01,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_429734939418. ECI: 05 (Liability Shift Active).,True,True,False,0.795,0.7939,1,test
CB_IN_2026_05166_EV_02,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_2746951006 for chargeback reason code 128.,False,True,False,0.8358,0.8694,2,test
CB_IN_2026_05166_EV_03,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,AVS_CVV_VERIFICATION,CVV2 match successful (Match code M) and AVS zip code verified for transaction TXN_429734939418.,False,True,False,0.7947,0.7978,2,test
CB_IN_2026_05166_EV_04,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_429734939418. Device history confirms previous account usage.,False,True,False,0.6134,0.6473,2,test
CB_IN_2026_05166_EV_05,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,ORDER_CONFIRMATION,Order ORD_2746951006 confirmed and receipt dispatched to registered email. Total: INR 509.38.,False,True,False,0.8855,0.8809,2,test
CB_IN_2026_05166_EV_06,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_429734939418.,False,True,False,0.7104,0.6798,2,test
CB_IN_2026_05166_EV_07,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,RETURN_POLICY,Merchant return policy document.,False,False,False,0.1478,0.0973,0,test
CB_IN_2026_05166_EV_08,CB_IN_2026_05166,TXN_429734939418,ORD_2746951006,FRAUD_UNAUTHORIZED,128,DELIVERY_TRACKING,Courier tracking record for order ORD_2746951006 confirms dispatch and transit.,False,False,False,0.0534,0.134,0,test
CB_IN_2026_05167_EV_00,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_771653631461. Auth Code: AUTH_631461. Amount: INR 8282.55.,True,True,False,0.8,0.554,1,train
CB_IN_2026_05167_EV_01,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_771653631461. ECI: 05 (Liability Shift Active).,True,True,False,0.8137,0.8837,1,train
CB_IN_2026_05167_EV_02,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_771653631461 match registered cardholder location.,False,True,False,0.6597,0.5713,2,train
CB_IN_2026_05167_EV_03,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,PRIOR_UNDISPUTED_TRANSACTION,Customer completed prior undisputed transaction on same device and card.,False,True,False,0.6702,0.8136,2,train
CB_IN_2026_05167_EV_04,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_6854061333 for chargeback reason code 128.,False,True,False,0.863,0.7677,2,train
CB_IN_2026_05167_EV_05,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,ORDER_CONFIRMATION,Order ORD_6854061333 confirmed and receipt dispatched to registered email. Total: INR 8282.55.,False,True,False,0.7785,0.6835,2,train
CB_IN_2026_05167_EV_06,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_771653631461.,False,True,False,0.7988,0.8483,2,train
CB_IN_2026_05167_EV_07,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.2496,0.0898,0,train
CB_IN_2026_05167_EV_08,CB_IN_2026_05167,TXN_771653631461,ORD_6854061333,FRAUD_UNAUTHORIZED,128,DELIVERY_TRACKING,Courier tracking record for order ORD_6854061333 confirms dispatch and transit.,False,False,False,0.0546,0.1903,0,train
CB_IN_2026_05168_EV_00,CB_IN_2026_05168,TXN_211735011619,ORD_1975377266,NOT_AS_DESCRIBED,1062,ORDER_CONFIRMATION,Order ORD_1975377266 confirmed and receipt dispatched to registered email. Total: INR 1913.41.,True,True,False,0.9445,0.929,1,train
CB_IN_2026_05168_EV_01,CB_IN_2026_05168,TXN_211735011619,ORD_1975377266,NOT_AS_DESCRIBED,1062,PRODUCT_DESCRIPTION,Product specifications and terms displayed during purchase.,True,True,False,0.9895,0.915,1,train
CB_IN_2026_05168_EV_02,CB_IN_2026_05168,TXN_211735011619,ORD_1975377266,NOT_AS_DESCRIBED,1062,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_1975377266 for chargeback reason code 1062.,False,True,False,0.8503,0.6546,2,train
CB_IN_2026_05168_EV_03,CB_IN_2026_05168,TXN_211735011619,ORD_1975377266,NOT_AS_DESCRIBED,1062,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_211735011619. ECI: 05 (Liability Shift Active).,False,False,False,0.0799,0.1888,0,train
CB_IN_2026_05168_EV_04,CB_IN_2026_05168,TXN_211735011619,ORD_1975377266,NOT_AS_DESCRIBED,1062,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_211735011619. Device history confirms previous account usage.,False,False,False,0.1154,0.1573,0,train
CB_IN_2026_05169_EV_00,CB_IN_2026_05169,TXN_398631362731,ORD_7010566544,DUPLICATE_TRANSACTION,12.6.1,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_398631362731. Auth Code: AUTH_362731. Amount: INR 1673.49.,True,True,False,0.9746,1.0,1,train
CB_IN_2026_05169_EV_01,CB_IN_2026_05169,TXN_398631362731,ORD_7010566544,DUPLICATE_TRANSACTION,12.6.1,ORDER_CONFIRMATION,Order ORD_7010566544 confirmed and receipt dispatched to registered email. Total: INR 1673.49.,False,True,False,0.5965,0.566,2,train
CB_IN_2026_05169_EV_02,CB_IN_2026_05169,TXN_398631362731,ORD_7010566544,DUPLICATE_TRANSACTION,12.6.1,PRODUCT_IMAGES,Product photos and QC inspector stamp stored for order ORD_7010566544.,False,False,False,0.2827,0.1967,0,train
CB_IN_2026_05169_EV_03,CB_IN_2026_05169,TXN_398631362731,ORD_7010566544,DUPLICATE_TRANSACTION,12.6.1,DELIVERY_TRACKING,Courier tracking record for order ORD_7010566544 confirms dispatch and transit.,False,False,False,0.2905,0.1923,0,train
CB_IN_2026_05170_EV_00,CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,FRAUD_UNAUTHORIZED,1142,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_744789858180. Auth Code: AUTH_858180. Amount: INR 1138.96.,True,True,False,0.9589,1.0,1,train
CB_IN_2026_05170_EV_01,CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,FRAUD_UNAUTHORIZED,1142,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_744789858180. ECI: 05 (Liability Shift Active).,True,True,False,0.843,0.9684,1,train
CB_IN_2026_05170_EV_02,CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,FRAUD_UNAUTHORIZED,1142,PRIOR_UNDISPUTED_TRANSACTION,Customer completed prior undisputed transaction on same device and card.,False,True,False,0.8207,0.9288,2,train
CB_IN_2026_05170_EV_03,CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,FRAUD_UNAUTHORIZED,1142,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_744789858180.,False,True,False,0.8353,0.7075,2,train
CB_IN_2026_05170_EV_04,CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,FRAUD_UNAUTHORIZED,1142,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.331,0.3474,0,train
CB_IN_2026_05170_EV_05,CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,FRAUD_UNAUTHORIZED,1142,DELIVERY_TRACKING,Courier tracking record for order ORD_4606316671 confirms dispatch and transit.,False,False,False,0.0526,0.0965,0,train
CB_IN_2026_05170_EV_06,CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,FRAUD_UNAUTHORIZED,1142,RETURN_POLICY,Merchant return policy document.,False,False,False,0.221,0.0911,0,train
CB_IN_2026_05170_EV_07,CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,FRAUD_UNAUTHORIZED,1142,SERVICE_COMPLETION_PROOF,Service completion sign-off record available for order ORD_4606316671.,False,False,False,0.3098,0.1691,0,train
CB_IN_2026_05171_EV_00,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_663114511234. Auth Code: AUTH_511234. Amount: INR 387.98.,True,True,False,0.7658,0.684,1,train
CB_IN_2026_05171_EV_01,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_663114511234. ECI: 05 (Liability Shift Active).,True,True,False,0.8375,0.759,1,train
CB_IN_2026_05171_EV_02,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,AVS_CVV_VERIFICATION,CVV2 match successful (Match code M) and AVS zip code verified for transaction TXN_663114511234.,False,True,False,0.5585,0.4843,2,train
CB_IN_2026_05171_EV_03,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_663114511234.,False,True,False,0.8808,0.7384,2,train
CB_IN_2026_05171_EV_04,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,ORDER_CONFIRMATION,Order ORD_7041438222 confirmed and receipt dispatched to registered email. Total: INR 387.98.,False,True,False,0.5704,0.5902,2,train
CB_IN_2026_05171_EV_05,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_663114511234 match registered cardholder location.,False,True,False,0.5632,0.6136,2,train
CB_IN_2026_05171_EV_06,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_663114511234. Device history confirms previous account usage.,False,True,False,0.8898,0.8967,2,train
CB_IN_2026_05171_EV_07,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,SERVICE_COMPLETION_PROOF,Service completion sign-off record available for order ORD_7041438222.,False,False,False,0.099,0.1681,0,train
CB_IN_2026_05171_EV_08,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,RETURN_POLICY,Merchant return policy document.,False,False,False,0.1818,0.0581,0,train
CB_IN_2026_05171_EV_09,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,DELIVERY_TRACKING,Courier tracking record for order ORD_7041438222 confirms dispatch and transit.,False,False,False,0.0593,0.0,0,train
CB_IN_2026_05171_EV_10,CB_IN_2026_05171,TXN_663114511234,ORD_7041438222,FRAUD_UNAUTHORIZED,1142,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.3439,0.4625,0,train
CB_IN_2026_05172_EV_00,CB_IN_2026_05172,TXN_853489193375,ORD_4435565293,REFUND_NOT_RECEIVED,1061,REFUND_RECORD,Refund ARN processing record generated for transaction TXN_853489193375.,True,True,False,0.8009,0.7587,1,train
CB_IN_2026_05172_EV_01,CB_IN_2026_05172,TXN_853489193375,ORD_4435565293,REFUND_NOT_RECEIVED,1061,TRANSACTION_RECEIPT,Itemized transaction receipt for TXN_853489193375. Amount: INR 2780.85.,False,True,True,0.6533,0.7257,2,train
CB_IN_2026_05172_EV_02,CB_IN_2026_05172,TXN_853489193375,ORD_4435565293,REFUND_NOT_RECEIVED,1061,REFUND_POLICY,Merchant refund policy document.,False,True,False,0.64,0.6139,2,train
CB_IN_2026_05172_EV_03,CB_IN_2026_05172,TXN_853489193375,ORD_4435565293,REFUND_NOT_RECEIVED,1061,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_4435565293 for chargeback reason code 1061.,False,True,False,0.5941,0.6829,2,train
CB_IN_2026_05172_EV_04,CB_IN_2026_05172,TXN_853489193375,ORD_4435565293,REFUND_NOT_RECEIVED,1061,BANK_RRN_RECORD,Bank Reconciliation Reference Number (RRN) match confirmed by acquiring bank.,False,True,False,0.881,0.9472,2,train
CB_IN_2026_05172_EV_05,CB_IN_2026_05172,TXN_853489193375,ORD_4435565293,REFUND_NOT_RECEIVED,1061,DELIVERY_TRACKING,Courier tracking record for order ORD_4435565293 confirms dispatch and transit.,False,False,False,0.052,0.0708,0,train
CB_IN_2026_05172_EV_06,CB_IN_2026_05172,TXN_853489193375,ORD_4435565293,REFUND_NOT_RECEIVED,1061,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_853489193375. Device history confirms previous account usage.,False,False,False,0.3189,0.2915,0,train
CB_IN_2026_05173_EV_00,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,DELIVERY_TRACKING,Courier tracking record for order ORD_8614469652 confirms dispatch and transit.,True,True,False,0.9995,0.9919,1,train
CB_IN_2026_05173_EV_01,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_8614469652.,True,True,False,0.7936,0.7156,1,train
CB_IN_2026_05173_EV_02,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,SIGNED_DELIVERY,Signed proof of delivery receipt on file for order ORD_8614469652.,False,True,False,0.8391,0.8333,2,train
CB_IN_2026_05173_EV_03,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,DELIVERY_OTP,Delivery OTP verified at destination for order ORD_8614469652.,False,True,False,0.7995,0.7128,2,train
CB_IN_2026_05173_EV_04,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,TERMS_AND_CONDITIONS,Merchant terms of service and fulfillment policy accepted at checkout.,False,True,False,0.5887,0.5338,2,train
CB_IN_2026_05173_EV_05,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,INVOICE,Tax Invoice generated for order ORD_8614469652 with price breakdown. Total: INR 1654.76.,False,True,False,0.8502,0.9468,2,train
CB_IN_2026_05173_EV_06,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_8614469652 for chargeback reason code 1064.,False,True,False,0.8064,0.8765,2,train
CB_IN_2026_05173_EV_07,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,ORDER_CONFIRMATION,Order ORD_8614469652 confirmed and receipt dispatched to registered email. Total: INR 1654.76.,False,True,False,0.8098,0.8424,2,train
CB_IN_2026_05173_EV_08,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_142171320400. Device history confirms previous account usage.,False,False,False,0.3246,0.3393,0,train
CB_IN_2026_05173_EV_09,CB_IN_2026_05173,TXN_142171320400,ORD_8614469652,ITEM_NOT_RECEIVED,1064,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_142171320400.,False,False,False,0.2413,0.254,0,train
CB_IN_2026_05174_EV_00,CB_IN_2026_05174,TXN_256952546040,ORD_1500005522,SERVICE_NOT_PROVIDED,1064,SERVICE_COMPLETION_PROOF,Service completion sign-off record available for order ORD_1500005522.,True,True,False,0.9843,0.9964,1,train
CB_IN_2026_05174_EV_01,CB_IN_2026_05174,TXN_256952546040,ORD_1500005522,SERVICE_NOT_PROVIDED,1064,CONTRACT,Executed service contract linked to order ORD_1500005522.,False,True,False,0.7924,0.6657,2,train
CB_IN_2026_05174_EV_02,CB_IN_2026_05174,TXN_256952546040,ORD_1500005522,SERVICE_NOT_PROVIDED,1064,DELIVERY_TRACKING,Courier tracking record for order ORD_1500005522 confirms dispatch and transit.,False,False,False,0.0617,0.0224,0,train
CB_IN_2026_05174_EV_03,CB_IN_2026_05174,TXN_256952546040,ORD_1500005522,SERVICE_NOT_PROVIDED,1064,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_1500005522.,False,False,False,0.3252,0.3699,0,train
CB_IN_2026_05175_EV_00,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,REFUND_RECORD,Refund ARN processing record generated for transaction TXN_143645124044.,True,True,False,0.9055,0.9869,1,train
CB_IN_2026_05175_EV_01,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,TRANSACTION_RECEIPT,Itemized transaction receipt for TXN_143645124044. Amount: INR 903.45.,False,True,False,0.8588,1.0,2,train
CB_IN_2026_05175_EV_02,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,BANK_RRN_RECORD,Bank Reconciliation Reference Number (RRN) match confirmed by acquiring bank.,False,True,False,0.6642,0.5737,2,train
CB_IN_2026_05175_EV_03,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_9039675806 for chargeback reason code 13.6.,False,True,False,0.7031,0.6133,2,train
CB_IN_2026_05175_EV_04,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,REFUND_POLICY,Merchant refund policy document.,False,True,False,0.8877,0.9684,2,train
CB_IN_2026_05175_EV_05,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,CANCELLATION_RECORD,Customer subscription cancellation log and date timestamp.,False,True,False,0.7398,0.8728,2,train
CB_IN_2026_05175_EV_06,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_143645124044. Device history confirms previous account usage.,False,False,False,0.0593,0.0342,0,train
CB_IN_2026_05175_EV_07,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,PRODUCT_IMAGES,Product photos and QC inspector stamp stored for order ORD_9039675806.,False,False,False,0.2992,0.3868,0,train
CB_IN_2026_05175_EV_08,CB_IN_2026_05175,TXN_143645124044,ORD_9039675806,REFUND_NOT_RECEIVED,13.6,DELIVERY_TRACKING,Courier tracking record for order ORD_9039675806 confirms dispatch and transit.,False,False,False,0.1331,0.0,0,train
CB_IN_2026_05176_EV_00,CB_IN_2026_05176,TXN_272902801824,ORD_3417950595,ITEM_NOT_RECEIVED,4855,DELIVERY_TRACKING,Courier tracking record for order ORD_3417950595 confirms dispatch and transit.,True,True,False,0.8899,0.8448,1,train
CB_IN_2026_05176_EV_01,CB_IN_2026_05176,TXN_272902801824,ORD_3417950595,ITEM_NOT_RECEIVED,4855,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_3417950595.,True,True,False,0.9634,1.0,1,train
CB_IN_2026_05176_EV_02,CB_IN_2026_05176,TXN_272902801824,ORD_3417950595,ITEM_NOT_RECEIVED,4855,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_3417950595 for chargeback reason code 4855.,False,True,False,0.6873,0.6865,2,train
CB_IN_2026_05176_EV_03,CB_IN_2026_05176,TXN_272902801824,ORD_3417950595,ITEM_NOT_RECEIVED,4855,DELIVERY_OTP,Delivery OTP verified at destination for order ORD_3417950595.,False,True,False,0.8565,0.9229,2,train
CB_IN_2026_05176_EV_04,CB_IN_2026_05176,TXN_272902801824,ORD_3417950595,ITEM_NOT_RECEIVED,4855,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.2884,0.0777,0,train
