case_id,transaction_id,order_id,payment_rail,network,normalized_category,dispute_amount_inr,currency,country,transaction_date,filing_delay_days,dispute_filed_date,is_tokenized,otp_entry_duration_sec,previous_successful_orders,previous_refunds,previous_chargebacks,total_evidence,relevant_evidence_count,required_evidence_count,contradictory_evidence_count,merchant_representment_won,bank_rrn_match,delivery_otp_verified,ip_geo_match,sim_swap_flag_48h,transaction_record_match,post_dispute_activity,representment_fee_inr,false_positive_cost_inr,false_negative_cost_inr,dataset_split
CB_IN_2026_09311,TXN_604191763886,ORD_8389644370,UPI,UPI_NPCI,NOT_AS_DESCRIBED,1882.77,INR,IN,2026-05-07,46,2026-06-22,True,29,4,1,0,7,5,2,0,1,True,True,True,False,True,True,300,800,1882.77,train
CB_IN_2026_06199,TXN_990792310044,ORD_3672781449,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,346.7,INR,IN,2026-06-12,10,2026-06-22,True,4,3,1,0,4,2,1,0,1,True,True,True,False,True,False,300,800,346.7,train
CB_IN_2026_04260,TXN_963253485160,ORD_5866494321,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,227.16,INR,IN,2026-05-18,35,2026-06-22,True,19,4,0,0,9,6,2,0,0,True,False,True,True,True,False,300,800,227.16,train
CB_IN_2026_06529,TXN_175244846476,ORD_1335105865,CARD,VISA,INCORRECT_AMOUNT,2470.71,INR,IN,2026-05-04,49,2026-06-22,False,32,5,0,0,8,5,2,0,1,True,False,True,False,True,True,1200,1700,2470.71,train
CB_IN_2026_08964,TXN_431789629739,ORD_5356884683,CARD,RUPAY,ITEM_NOT_RECEIVED,269.29,INR,IN,2026-06-03,19,2026-06-22,True,32,3,0,0,8,5,2,0,0,True,False,True,False,True,False,300,800,269.29,train
CB_IN_2026_08509,TXN_874153140714,ORD_9640342508,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,170.49,INR,IN,2026-05-04,49,2026-06-22,True,9,6,1,0,8,6,2,0,1,True,True,False,False,True,False,300,800,170.49,train
CB_IN_2026_06299,TXN_968633444465,ORD_4654982859,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,279.35,INR,IN,2026-05-28,25,2026-06-22,True,37,1,3,0,4,2,1,0,1,True,True,True,False,True,False,300,800,279.35,train
CB_IN_2026_07817,TXN_693394909987,ORD_3124604090,CARD,MASTERCARD,RECON_SETTLEMENT_ERROR,217.47,INR,IN,2026-05-20,33,2026-06-22,True,34,2,0,0,4,2,1,1,0,True,False,False,False,True,False,1200,1700,217.47,train
CB_IN_2026_09109,TXN_443377153486,ORD_2846279504,CARD,VISA,RECON_SETTLEMENT_ERROR,10170.04,INR,IN,2026-05-13,40,2026-06-22,True,38,5,1,0,5,2,1,0,1,True,True,False,False,True,True,1200,1700,10170.04,train
CB_IN_2026_01892,TXN_598583013235,ORD_6389755333,CARD,VISA,FRAUD_UNAUTHORIZED,581.4,INR,IN,2026-06-11,11,2026-06-22,False,1,0,0,0,9,6,2,0,0,True,False,True,True,True,True,1200,1700,581.4,train
CB_IN_2026_06683,TXN_842035844115,ORD_6601668039,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,3457.03,INR,IN,2026-04-03,80,2026-06-22,False,26,0,0,0,4,2,1,0,0,True,True,True,False,True,False,300,800,3457.03,train
CB_IN_2026_04671,TXN_375832339586,ORD_2756656498,CARD,MASTERCARD,SUBSCRIPTION_CANCELED,47.33,INR,IN,2026-03-30,84,2026-06-22,False,43,7,0,0,7,4,1,0,1,True,True,True,False,True,False,1200,1700,47.33,train
CB_IN_2026_01128,TXN_687418061382,ORD_1762030645,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,1725.32,INR,IN,2026-06-08,14,2026-06-22,False,5,1,2,0,7,4,2,0,1,True,True,True,False,False,False,300,800,1725.32,train
CB_IN_2026_04315,TXN_657709625922,ORD_1754972229,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,930.27,INR,IN,2026-05-02,51,2026-06-22,False,39,9,4,0,6,3,1,0,1,True,True,True,False,False,False,300,800,930.27,train
CB_IN_2026_03894,TXN_932157260634,ORD_2536360399,CARD,VISA,NOT_AS_DESCRIBED,7258.45,INR,IN,2026-05-14,39,2026-06-22,True,16,3,1,0,9,6,2,1,1,True,True,False,False,True,True,1200,1700,7258.45,train
CB_IN_2026_07357,TXN_227133528315,ORD_5748743581,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,3370.97,INR,IN,2026-04-03,80,2026-06-22,False,27,0,0,0,10,8,2,1,0,True,True,False,False,True,False,1200,1700,3370.97,train
CB_IN_2026_06763,TXN_710099222968,ORD_1342805593,UPI,UPI_NPCI,NOT_AS_DESCRIBED,14184.68,INR,IN,2026-05-05,48,2026-06-22,True,19,4,0,0,9,7,2,0,1,True,True,True,False,True,True,300,800,14184.68,train
CB_IN_2026_06866,TXN_565846385516,ORD_4531046566,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,401.68,INR,IN,2026-05-13,40,2026-06-22,False,44,4,0,0,7,4,1,0,1,True,True,True,False,True,False,300,800,401.68,train
CB_IN_2026_07549,TXN_106453994547,ORD_2443476083,CARD,VISA,NOT_AS_DESCRIBED,880.38,INR,IN,2026-05-07,46,2026-06-22,True,6,5,0,0,6,3,2,0,1,True,True,True,False,True,True,1200,1700,880.38,train
CB_IN_2026_02970,TXN_522220093274,ORD_1557451017,UPI,UPI_NPCI,NOT_AS_DESCRIBED,3604.63,INR,IN,2026-06-01,21,2026-06-22,True,4,7,1,0,5,3,2,0,1,True,True,True,False,True,True,300,800,3604.63,train
CB_IN_2026_06030,TXN_431759557938,ORD_9258726289,CARD,RUPAY,ITEM_NOT_RECEIVED,315.21,INR,IN,2026-05-19,34,2026-06-22,True,37,2,0,0,9,7,2,0,0,True,True,True,False,False,True,300,800,315.21,train
CB_IN_2026_06172,TXN_452984683612,ORD_4665728156,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,91.4,INR,IN,2026-06-04,18,2026-06-22,True,14,4,0,0,5,2,1,0,0,True,True,True,False,False,False,300,800,91.4,train
CB_IN_2026_04733,TXN_313008311338,ORD_7671760985,CARD,MASTERCARD,RECON_SETTLEMENT_ERROR,573.96,INR,IN,2026-05-15,38,2026-06-22,False,38,6,0,0,5,2,1,0,0,True,False,True,False,True,False,1200,1700,573.96,train
CB_IN_2026_07309,TXN_455113009259,ORD_9348713348,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,6656.79,INR,IN,2026-04-25,58,2026-06-22,True,10,1,0,0,7,4,2,0,1,True,True,True,True,True,True,300,800,6656.79,train
CB_IN_2026_06052,TXN_864159083773,ORD_9830441356,CARD,RUPAY,RECON_SETTLEMENT_ERROR,2589.75,INR,IN,2026-04-05,78,2026-06-22,False,29,0,1,0,5,3,1,0,0,False,True,False,False,True,False,300,800,2589.75,train
CB_IN_2026_08290,TXN_768575998764,ORD_5366876064,CARD,AMERICAN_EXPRESS,SERVICE_NOT_PROVIDED,7911.79,INR,IN,2026-03-29,85,2026-06-22,False,25,2,0,0,8,5,1,0,0,True,False,True,False,True,False,1200,1700,7911.79,train
CB_IN_2026_00227,TXN_599678238094,ORD_1666177366,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,2160.81,INR,IN,2026-06-19,3,2026-06-22,True,13,4,1,0,8,5,1,0,1,False,False,True,False,True,False,300,800,2160.81,train
CB_IN_2026_03677,TXN_614364221210,ORD_3978144667,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,202.39,INR,IN,2026-04-26,57,2026-06-22,True,14,5,1,0,7,5,1,0,0,True,False,True,False,True,False,300,800,202.39,train
CB_IN_2026_04724,TXN_163144089536,ORD_2473188993,UPI,UPI_NPCI,SERVICE_NOT_PROVIDED,9576.72,INR,IN,2026-05-13,40,2026-06-22,True,5,3,0,0,7,4,1,0,1,False,False,False,False,True,True,300,800,9576.72,train
CB_IN_2026_08628,TXN_470025388158,ORD_2650830877,UPI,UPI_NPCI,INCORRECT_AMOUNT,393.65,INR,IN,2026-04-05,78,2026-06-22,True,33,3,1,0,8,5,2,0,1,False,False,True,False,True,True,300,800,393.65,train
CB_IN_2026_00155,TXN_705016083735,ORD_4061145033,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,1210.07,INR,IN,2026-05-26,28,2026-06-23,True,33,4,1,0,8,5,2,0,0,True,False,True,False,True,False,300,800,1210.07,train
CB_IN_2026_04481,TXN_672327338670,ORD_7072499958,CARD,RUPAY,NOT_AS_DESCRIBED,2097.39,INR,IN,2026-04-29,55,2026-06-23,True,19,4,1,1,7,5,2,0,1,False,False,True,True,False,False,300,800,2097.39,train
CB_IN_2026_02303,TXN_537440724604,ORD_5038509421,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,410.19,INR,IN,2026-05-18,36,2026-06-23,True,41,3,1,0,7,4,1,0,1,False,True,True,False,False,True,300,800,410.19,train
CB_IN_2026_05624,TXN_109358291359,ORD_1341911598,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,97.59,INR,IN,2026-05-03,51,2026-06-23,False,42,2,0,0,7,5,2,1,1,True,True,True,False,False,False,300,800,97.59,train
CB_IN_2026_05645,TXN_304793981937,ORD_2294869825,UPI,UPI_NPCI,SERVICE_NOT_PROVIDED,15518.1,INR,IN,2026-05-26,28,2026-06-23,False,7,5,0,0,4,2,1,0,1,True,False,True,False,False,False,300,800,15518.1,train
CB_IN_2026_02125,TXN_446650963620,ORD_8370191267,CARD,RUPAY,SERVICE_NOT_PROVIDED,8049.95,INR,IN,2026-05-31,23,2026-06-23,True,38,3,0,0,8,6,1,0,0,True,True,True,False,True,True,300,800,8049.95,train
CB_IN_2026_07065,TXN_829188870129,ORD_3631856903,CARD,RUPAY,NOT_AS_DESCRIBED,7812.01,INR,IN,2026-05-16,38,2026-06-23,True,25,2,0,0,8,5,2,0,0,True,False,True,False,True,False,300,800,7812.01,train
CB_IN_2026_02995,TXN_525598463938,ORD_4415685264,CARD,MASTERCARD,SERVICE_NOT_PROVIDED,7760.03,INR,IN,2026-04-02,82,2026-06-23,False,25,6,0,1,6,3,1,0,0,True,True,True,False,True,False,1200,1700,7760.03,train
CB_IN_2026_07019,TXN_598036034552,ORD_4223845363,CARD,VISA,REFUND_NOT_RECEIVED,691.55,INR,IN,2026-04-14,70,2026-06-23,True,4,2,0,0,7,5,1,1,1,True,False,True,False,True,False,1200,1700,691.55,train
CB_IN_2026_06205,TXN_709619166203,ORD_5790373888,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,1108.23,INR,IN,2026-04-08,76,2026-06-23,True,21,0,0,0,7,4,2,1,0,True,True,False,False,True,True,1200,1700,1108.23,train
CB_IN_2026_05540,TXN_965634167260,ORD_4313887637,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,355.9,INR,IN,2026-04-04,80,2026-06-23,False,9,3,2,0,8,5,2,0,0,True,True,True,False,True,True,300,800,355.9,train
CB_IN_2026_07050,TXN_981696206490,ORD_5590196136,CARD,MASTERCARD,NOT_AS_DESCRIBED,2887.45,INR,IN,2026-05-26,28,2026-06-23,True,7,4,0,0,6,4,2,1,1,True,True,True,False,True,True,1200,1700,2887.45,train
CB_IN_2026_01740,TXN_321129768695,ORD_6214119094,CARD,VISA,ITEM_NOT_RECEIVED,4039.34,INR,IN,2026-05-17,37,2026-06-23,True,9,4,0,0,5,3,2,0,1,True,True,True,False,True,True,1200,1700,4039.34,train
CB_IN_2026_09804,TXN_301909058781,ORD_1621266178,CARD,RUPAY,FRAUD_UNAUTHORIZED,1020.79,INR,IN,2026-06-14,9,2026-06-23,True,30,1,0,0,8,4,2,0,0,True,False,False,False,True,True,300,800,1020.79,train
CB_IN_2026_04784,TXN_970252424771,ORD_2009476072,CARD,RUPAY,ITEM_NOT_RECEIVED,564.32,INR,IN,2026-05-02,52,2026-06-23,False,11,3,0,0,7,5,2,0,1,True,True,True,False,True,True,300,800,564.32,train
CB_IN_2026_08646,TXN_716302826598,ORD_4001717426,CARD,RUPAY,FRAUD_UNAUTHORIZED,913.82,INR,IN,2026-04-26,58,2026-06-23,True,26,1,0,0,11,8,2,0,0,True,True,False,False,True,False,300,800,913.82,train
CB_IN_2026_08032,TXN_608167838777,ORD_3063936261,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,2026.02,INR,IN,2026-04-28,56,2026-06-23,True,34,3,0,2,6,4,1,0,1,True,True,True,True,True,True,300,800,2026.02,train
CB_IN_2026_08806,TXN_121278806661,ORD_8322291950,CARD,RUPAY,INCORRECT_AMOUNT,3690.96,INR,IN,2026-05-12,42,2026-06-23,True,3,3,0,0,6,3,2,0,0,True,False,True,True,False,False,300,800,3690.96,train
CB_IN_2026_09081,TXN_424555741348,ORD_2912926825,CARD,RUPAY,REFUND_NOT_RECEIVED,2888.44,INR,IN,2026-06-19,4,2026-06-23,True,25,5,0,0,6,3,1,0,0,True,True,True,False,True,False,300,800,2888.44,train
CB_IN_2026_09719,TXN_107154715871,ORD_3725473267,CARD,VISA,FRAUD_UNAUTHORIZED,20122.34,INR,IN,2026-04-03,81,2026-06-23,True,25,0,0,0,10,8,2,0,0,True,True,True,False,True,False,1200,1700,20122.34,train
CB_IN_2026_04955,TXN_313015603237,ORD_4320265759,CARD,VISA,REFUND_NOT_RECEIVED,3795.76,INR,IN,2026-03-28,87,2026-06-23,True,42,3,1,0,7,4,1,0,1,True,False,True,False,True,False,1200,1700,3795.76,train
CB_IN_2026_04018,TXN_178964004774,ORD_4303571718,UPI,UPI_NPCI,INCORRECT_AMOUNT,3204.04,INR,IN,2026-03-30,85,2026-06-23,True,28,2,0,1,8,5,2,1,1,True,False,True,False,True,False,300,800,3204.04,train
CB_IN_2026_05332,TXN_322080525349,ORD_1035234152,UPI,UPI_NPCI,NOT_AS_DESCRIBED,11049.45,INR,IN,2026-05-31,23,2026-06-23,False,26,4,0,0,7,4,2,1,0,True,True,True,False,False,False,300,800,11049.45,train
CB_IN_2026_05402,TXN_445787202884,ORD_2483246984,CARD,AMERICAN_EXPRESS,DUPLICATE_TRANSACTION,622.68,INR,IN,2026-06-18,5,2026-06-23,True,8,5,0,0,5,3,1,0,1,True,True,True,False,True,False,1200,1700,622.68,train
CB_IN_2026_07496,TXN_399020063861,ORD_9291435049,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,131.81,INR,IN,2026-03-26,89,2026-06-23,True,37,6,0,1,5,3,2,0,1,True,False,True,False,True,True,300,800,131.81,train
CB_IN_2026_00469,TXN_557517464602,ORD_3296781768,CARD,AMERICAN_EXPRESS,NOT_AS_DESCRIBED,967.02,INR,IN,2026-04-11,73,2026-06-23,True,29,4,0,0,9,7,2,0,0,False,True,True,True,False,False,1200,1700,967.02,train
CB_IN_2026_03620,TXN_659630246007,ORD_6499588257,CARD,RUPAY,NOT_AS_DESCRIBED,4107.27,INR,IN,2026-05-09,45,2026-06-23,True,16,5,1,0,10,7,2,0,0,True,True,True,True,True,False,300,800,4107.27,train
CB_IN_2026_06503,TXN_889716273168,ORD_7562832230,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,1383.48,INR,IN,2026-04-19,65,2026-06-23,True,36,2,1,0,9,6,2,1,1,True,True,True,False,True,False,300,800,1383.48,train
CB_IN_2026_01407,TXN_184857448139,ORD_4351849524,CARD,VISA,NOT_AS_DESCRIBED,759.26,INR,IN,2026-04-26,58,2026-06-23,False,5,0,0,0,6,4,2,0,1,True,False,True,False,True,True,1200,1700,759.26,train
CB_IN_2026_00407,TXN_853206921694,ORD_7046667253,UPI,UPI_NPCI,NOT_AS_DESCRIBED,798.67,INR,IN,2026-04-05,79,2026-06-23,True,33,3,2,0,7,4,2,1,1,True,True,True,False,True,True,300,800,798.67,train
CB_IN_2026_00909,TXN_365296554617,ORD_9362393426,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,1455.84,INR,IN,2026-04-24,60,2026-06-23,False,13,0,0,0,10,8,2,0,0,True,True,False,False,True,True,300,800,1455.84,train
CB_IN_2026_01311,TXN_931510360490,ORD_6275414397,CARD,MASTERCARD,NOT_AS_DESCRIBED,5493.37,INR,IN,2026-04-16,68,2026-06-23,False,23,2,1,0,8,6,2,0,0,True,True,True,False,True,False,1200,1700,5493.37,train
CB_IN_2026_02400,TXN_636800589424,ORD_7045664553,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,390.38,INR,IN,2026-04-26,58,2026-06-23,True,27,6,1,0,7,4,1,0,1,True,False,True,False,True,True,300,800,390.38,train
CB_IN_2026_06103,TXN_851645346205,ORD_4294395633,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,17101.79,INR,IN,2026-04-09,75,2026-06-23,True,31,0,0,0,9,7,2,1,0,True,False,False,False,True,False,1200,1700,17101.79,train
CB_IN_2026_07902,TXN_950648965713,ORD_9715344050,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,367.36,INR,IN,2026-06-20,3,2026-06-23,True,41,2,0,0,7,5,1,0,1,True,False,True,False,True,True,300,800,367.36,train
CB_IN_2026_01558,TXN_678698581006,ORD_7476830065,CARD,VISA,FRAUD_UNAUTHORIZED,2101.63,INR,IN,2026-04-13,71,2026-06-23,True,32,5,0,0,8,5,2,0,1,True,False,True,False,False,False,1200,1700,2101.63,train
CB_IN_2026_01168,TXN_837279891364,ORD_7549854818,UPI,UPI_NPCI,NOT_AS_DESCRIBED,870.85,INR,IN,2026-04-27,57,2026-06-23,True,13,3,2,0,7,4,2,0,1,True,True,True,False,True,True,300,800,870.85,train
CB_IN_2026_09004,TXN_107992173939,ORD_6027250061,CARD,RUPAY,REFUND_NOT_RECEIVED,1892.94,INR,IN,2026-04-05,79,2026-06-23,False,33,1,0,0,6,4,1,0,1,False,True,True,False,True,False,300,800,1892.94,train
CB_IN_2026_06410,TXN_116206173081,ORD_2384503167,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,666.69,INR,IN,2026-06-05,18,2026-06-23,True,34,5,0,0,7,4,2,0,1,True,True,True,False,True,True,300,800,666.69,train
CB_IN_2026_05170,TXN_744789858180,ORD_4606316671,CARD,RUPAY,FRAUD_UNAUTHORIZED,1217.99,INR,IN,2026-05-12,42,2026-06-23,False,41,4,0,0,7,5,2,0,1,True,True,True,False,False,False,300,800,1217.99,train
CB_IN_2026_07318,TXN_512725441488,ORD_4462838380,CARD,RUPAY,SUBSCRIPTION_CANCELED,114.48,INR,IN,2026-06-01,22,2026-06-23,True,40,4,1,0,8,5,1,0,1,True,True,True,False,True,False,300,800,114.48,train
CB_IN_2026_01403,TXN_379588766572,ORD_2554125837,CARD,VISA,ITEM_NOT_RECEIVED,7985.77,INR,IN,2026-05-27,27,2026-06-23,True,34,4,1,0,7,4,2,0,0,False,False,True,False,True,False,1200,1700,7985.77,train
CB_IN_2026_02679,TXN_407240644763,ORD_6155329708,CARD,RUPAY,FRAUD_UNAUTHORIZED,4460.09,INR,IN,2026-04-03,81,2026-06-23,False,9,4,1,0,10,6,2,0,0,True,True,True,False,True,False,300,800,4460.09,train
CB_IN_2026_08102,TXN_773842679711,ORD_2415284774,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,261.02,INR,IN,2026-06-11,12,2026-06-23,True,25,4,1,0,6,4,2,0,1,True,True,True,False,True,False,300,800,261.02,train
CB_IN_2026_07711,TXN_801407485882,ORD_5277266844,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,4180.35,INR,IN,2026-06-01,23,2026-06-24,True,9,0,0,0,7,5,1,0,0,True,True,False,False,False,True,300,800,4180.35,train
CB_IN_2026_04278,TXN_360192953075,ORD_6728937397,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,91.33,INR,IN,2026-05-04,51,2026-06-24,False,19,2,0,0,6,3,1,0,1,True,True,True,False,True,False,300,800,91.33,train
CB_IN_2026_05304,TXN_111031121678,ORD_3000640061,CARD,RUPAY,RECON_SETTLEMENT_ERROR,600.78,INR,IN,2026-05-22,33,2026-06-24,True,32,3,1,0,6,4,1,0,1,True,False,True,False,False,True,300,800,600.78,train
CB_IN_2026_03782,TXN_939682023984,ORD_7492457051,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,209.95,INR,IN,2026-04-08,77,2026-06-24,True,40,1,1,0,5,3,2,0,1,True,True,False,False,False,True,300,800,209.95,train
CB_IN_2026_07439,TXN_924712050142,ORD_8883017138,UPI,UPI_NPCI,SERVICE_NOT_PROVIDED,1907.38,INR,IN,2026-05-19,36,2026-06-24,True,5,0,1,0,5,3,1,0,1,True,True,True,False,True,True,300,800,1907.38,train
CB_IN_2026_08927,TXN_966526684805,ORD_6433704949,UPI,UPI_NPCI,NOT_AS_DESCRIBED,447.47,INR,IN,2026-05-18,37,2026-06-24,False,19,3,1,0,8,5,2,0,0,True,True,True,False,False,False,300,800,447.47,train
CB_IN_2026_09063,TXN_808980331258,ORD_9942838360,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,752.57,INR,IN,2026-04-09,76,2026-06-24,False,43,6,2,0,9,7,2,0,0,True,True,True,False,True,False,300,800,752.57,train
CB_IN_2026_07843,TXN_639881060344,ORD_5789301053,CARD,RUPAY,ITEM_NOT_RECEIVED,551.63,INR,IN,2026-04-13,72,2026-06-24,True,9,3,0,0,6,4,2,0,1,False,True,True,False,True,False,300,800,551.63,train
CB_IN_2026_02972,TXN_215363865864,ORD_8459911014,CARD,VISA,DUPLICATE_TRANSACTION,5791.44,INR,IN,2026-04-30,55,2026-06-24,True,26,3,0,0,6,4,1,1,1,False,False,True,True,True,False,1200,1700,5791.44,train
CB_IN_2026_05596,TXN_923735126389,ORD_1318832127,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,4782.17,INR,IN,2026-05-26,29,2026-06-24,True,7,0,0,0,11,8,2,1,0,False,True,False,False,False,False,300,800,4782.17,train
CB_IN_2026_03362,TXN_626633039477,ORD_3701856619,CARD,RUPAY,ITEM_NOT_RECEIVED,339.67,INR,IN,2026-04-30,55,2026-06-24,True,20,0,0,1,8,5,2,0,0,True,False,False,False,True,False,300,800,339.67,train
CB_IN_2026_03631,TXN_968627905351,ORD_8689670344,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,1382.7,INR,IN,2026-04-03,82,2026-06-24,True,5,0,1,0,7,4,2,1,0,True,True,False,False,True,False,300,800,1382.7,train
CB_IN_2026_09831,TXN_302023977384,ORD_9437977060,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,6759.1,INR,IN,2026-05-20,35,2026-06-24,True,42,4,0,0,11,8,2,1,0,False,False,False,False,True,False,1200,1700,6759.1,train
CB_IN_2026_03293,TXN_542409190603,ORD_2748442215,CARD,RUPAY,FRAUD_UNAUTHORIZED,2157.67,INR,IN,2026-06-02,22,2026-06-24,True,25,0,0,0,8,5,2,0,0,True,False,False,False,False,False,300,800,2157.67,train
CB_IN_2026_04071,TXN_682406909266,ORD_7212243348,CARD,RUPAY,FRAUD_UNAUTHORIZED,182.51,INR,IN,2026-04-28,57,2026-06-24,True,32,0,0,0,8,6,2,0,0,False,False,False,False,True,False,300,800,182.51,train
CB_IN_2026_08010,TXN_969335012668,ORD_7868785784,CARD,VISA,RECON_SETTLEMENT_ERROR,539.76,INR,IN,2026-04-15,70,2026-06-24,True,13,2,0,0,5,3,1,0,1,True,False,False,False,False,True,1200,1700,539.76,train
CB_IN_2026_08494,TXN_644602334198,ORD_3955618305,UPI,UPI_NPCI,NOT_AS_DESCRIBED,171.58,INR,IN,2026-04-05,80,2026-06-24,True,42,0,0,1,5,3,2,0,1,True,False,False,False,True,True,300,800,171.58,train
CB_IN_2026_04646,TXN_926556590251,ORD_3572297181,CARD,RUPAY,SUBSCRIPTION_CANCELED,41.0,INR,IN,2026-04-10,75,2026-06-24,True,23,1,0,0,8,5,1,0,1,True,False,True,False,True,False,300,800,41.0,train
CB_IN_2026_01222,TXN_905060347946,ORD_1690118678,CARD,RUPAY,REFUND_NOT_RECEIVED,536.73,INR,IN,2026-06-08,16,2026-06-24,True,6,0,1,0,4,2,1,0,1,True,False,False,False,True,True,300,800,536.73,train
CB_IN_2026_07709,TXN_699517994188,ORD_7490856241,CARD,VISA,FRAUD_UNAUTHORIZED,4160.77,INR,IN,2026-03-29,87,2026-06-24,False,2,0,0,0,6,3,2,1,0,False,False,False,False,True,True,1200,1700,4160.77,train
CB_IN_2026_03239,TXN_389872545666,ORD_2031443816,CARD,RUPAY,INCORRECT_AMOUNT,800.63,INR,IN,2026-04-19,66,2026-06-24,True,41,1,0,0,6,4,2,0,0,True,True,True,False,True,False,300,800,800.63,train
CB_IN_2026_01889,TXN_501654104722,ORD_1104118431,CARD,AMERICAN_EXPRESS,ITEM_NOT_RECEIVED,186.8,INR,IN,2026-05-27,28,2026-06-24,True,33,0,1,0,9,7,2,0,1,False,True,False,False,False,True,1200,1700,186.8,train
CB_IN_2026_04084,TXN_586127757099,ORD_7362333686,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,1278.35,INR,IN,2026-04-12,73,2026-06-24,True,38,1,1,0,7,4,2,0,0,True,True,False,False,True,True,300,800,1278.35,train
CB_IN_2026_07569,TXN_979003330125,ORD_7050024053,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,978.29,INR,IN,2026-05-14,41,2026-06-24,False,11,4,0,0,6,4,1,0,1,False,False,True,False,True,False,300,800,978.29,train
CB_IN_2026_07791,TXN_550511164711,ORD_1413253436,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,676.87,INR,IN,2026-06-19,5,2026-06-24,False,3,3,0,0,8,5,2,0,1,True,False,True,True,True,True,300,800,676.87,train
CB_IN_2026_01817,TXN_525300385003,ORD_3135383344,CARD,VISA,FRAUD_UNAUTHORIZED,6066.37,INR,IN,2026-04-10,75,2026-06-24,False,37,8,2,1,8,6,2,0,1,True,False,False,False,True,True,1200,1700,6066.37,train
CB_IN_2026_03401,TXN_850980476936,ORD_5196172080,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,1355.46,INR,IN,2026-04-09,76,2026-06-24,True,1,3,0,0,4,2,1,0,1,True,False,True,False,True,False,300,800,1355.46,train
CB_IN_2026_04383,TXN_524442501248,ORD_1906199018,CARD,RUPAY,FRAUD_UNAUTHORIZED,6878.98,INR,IN,2026-05-27,28,2026-06-24,True,9,2,0,0,12,8,2,0,0,True,False,True,False,True,False,300,800,6878.98,train
CB_IN_2026_07593,TXN_830067209531,ORD_6013350021,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,1229.0,INR,IN,2026-06-19,5,2026-06-24,False,25,0,0,0,7,3,2,0,0,True,True,True,False,True,False,1200,1700,1229.0,train
CB_IN_2026_06185,TXN_755230817240,ORD_2243208996,CARD,VISA,RECON_SETTLEMENT_ERROR,120.75,INR,IN,2026-04-15,70,2026-06-24,False,27,5,1,0,6,3,1,0,0,False,False,True,False,False,True,1200,1700,120.75,train
CB_IN_2026_06596,TXN_319962739130,ORD_3965211917,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,2665.3,INR,IN,2026-04-04,81,2026-06-24,True,19,1,0,0,7,5,2,0,0,True,True,False,False,True,False,300,800,2665.3,train
CB_IN_2026_06574,TXN_489809086737,ORD_9165506785,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,3049.55,INR,IN,2026-05-13,42,2026-06-24,False,18,0,1,0,10,8,2,0,0,True,False,True,False,True,True,300,800,3049.55,train
CB_IN_2026_06527,TXN_123756263904,ORD_1807057948,CARD,VISA,RECON_SETTLEMENT_ERROR,1741.23,INR,IN,2026-04-05,80,2026-06-24,True,15,1,1,0,6,4,1,0,1,True,True,False,False,True,True,1200,1700,1741.23,train
